Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7008,August,2019,2019,°c,0.825,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7008,August,2020,2020,°c,0.935,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7008,August,2021,2021,°c,0.465,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7008,August,2022,2022,°c,0.26,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7008,August,2023,2023,°c,0.933,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1992,1992,°c,-0.671,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1993,1993,°c,1.169,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1994,1994,°c,-1.911,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1995,1995,°c,-0.085,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1996,1996,°c,1.139,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1997,1997,°c,0.913,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1998,1998,°c,1.387,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,1999,1999,°c,1.074,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2000,2000,°c,1.065,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2001,2001,°c,-0.071,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2002,2002,°c,0.55,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2003,2003,°c,1.062,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2004,2004,°c,1.222,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2005,2005,°c,2.045,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2006,2006,°c,0.376,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2007,2007,°c,1.394,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2008,2008,°c,0.819,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2009,2009,°c,0.642,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2010,2010,°c,-0.08,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2011,2011,°c,1.352,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2012,2012,°c,0.849,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2013,2013,°c,2.141,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2014,2014,°c,1.515,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2015,2015,°c,0.691,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2016,2016,°c,2.43,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2017,2017,°c,0.762,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2018,2018,°c,1.196,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2019,2019,°c,1.157,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2020,2020,°c,-0.296,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2021,2021,°c,2.607,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2022,2022,°c,2.743,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7009,September,2023,2023,°c,1.332,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1992,1992,°c,-0.301,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1993,1993,°c,-1.284,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1994,1994,°c,-0.27,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1995,1995,°c,-0.263,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1996,1996,°c,-0.614,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1997,1997,°c,2.441,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1998,1998,°c,0.58,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,1999,1999,°c,1.792,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2000,2000,°c,-0.382,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2001,2001,°c,0.165,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2002,2002,°c,2.792,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2003,2003,°c,1.694,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2004,2004,°c,-0.652,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2005,2005,°c,0.725,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2006,2006,°c,3.185,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2007,2007,°c,-1.268,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2008,2008,°c,0.836,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2009,2009,°c,0.51,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2010,2010,°c,2.218,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2011,2011,°c,1.078,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2012,2012,°c,0.887,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2013,2013,°c,1.36,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2014,2014,°c,0.418,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2015,2015,°c,1.452,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2016,2016,°c,-0.184,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2017,2017,°c,1.152,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2018,2018,°c,-1.317,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2019,2019,°c,1.177,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2020,2020,°c,-0.739,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2021,2021,°c,-1.594,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2022,2022,°c,0.753,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7010,October,2023,2023,°c,1.99,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1992,1992,°c,2.288,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1993,1993,°c,0.325,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1994,1994,°c,3.567,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1995,1995,°c,2.501,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1996,1996,°c,-1.354,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1997,1997,°c,-0.082,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1998,1998,°c,2.628,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,1999,1999,°c,0.027,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2000,2000,°c,-0.271,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2001,2001,°c,2.611,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2002,2002,°c,2.592,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2003,2003,°c,0.76,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2004,2004,°c,3.101,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2005,2005,°c,0.796,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2006,2006,°c,1.788,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2007,2007,°c,3.067,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2008,2008,°c,0.555,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2009,2009,°c,0.586,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2010,2010,°c,1.916,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2011,2011,°c,-0.394,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2012,2012,°c,0.776,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2013,2013,°c,0.657,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2014,2014,°c,-0.525,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2015,2015,°c,0.997,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2016,2016,°c,-0.119,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2017,2017,°c,2.647,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2018,2018,°c,0.359,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2019,2019,°c,-0.416,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2020,2020,°c,-1.311,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2021,2021,°c,-0.486,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2022,2022,°c,0.887,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7011,November,2023,2023,°c,3.63,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1992,1992,°c,1.9,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1993,1993,°c,0.496,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1994,1994,°c,-0.228,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1995,1995,°c,-1.332,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1996,1996,°c,1.352,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1997,1997,°c,0.557,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1998,1998,°c,3.253,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,1999,1999,°c,1.186,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2000,2000,°c,0.564,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2001,2001,°c,0.804,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2002,2002,°c,-1.956,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2003,2003,°c,-0.653,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2004,2004,°c,0.673,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2005,2005,°c,0.874,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2006,2006,°c,-1.996,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2007,2007,°c,-0.717,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2008,2008,°c,1.21,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2009,2009,°c,0.374,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2010,2010,°c,1.086,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2011,2011,°c,-2.464,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2012,2012,°c,-0.496,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2013,2013,°c,-0.368,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2014,2014,°c,-0.336,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2015,2015,°c,0.461,E,Estimated value
ET,Temperature change on land,762,Tajikistan,7271,Temperature change,7012,December,2016,2016,°c,2.16,E,Estimated value
